mal_id,title,title_japanese,url,image_url,type,status,score,scored_by,start_date,end_date,synopsis,rank,popularity,members,favorites,genres,studios,themes,demographics,source,rating,episodes,season,year,producers,explicit_genres,licensors,streaming
43735,Cue!,CUE!,https://myanimelist.net/anime/43735/Cue,https://cdn.myanimelist.net/images/anime/1039/120173.jpg,TV,Finished Airing,6.78,8004.0,2022-01-08T00:00:00+00:00,2022-06-25T00:00:00+00:00,"As a new agency, AiRBLUE's roster consists of voice actresses with absolutely no experience. Expecting to hone their skills and build courage at a gradual pace, the girls are taken aback when the head of their agency, Masaki Ootori, announces that they will be partaking in an audition for Bloomball—a popular sports manga receiving an anime adaptation. Despite all odds being stacked against them, each of the girls is now presented with a momentous chance to make their debut in the unrelenting world of voice acting. 

[Written by MAL Rewrite]",5595.0,4637,27828,152,[],"['Yumeta Company', 'Graphinica']","['Music', 'Showbiz']",[],Game,PG-13 - Teens 13 or older,24.0,winter,2022.0,"['Pony Canyon', 'APDREAM', 'Liber Entertainment']",[],[],"['Crunchyroll', 'Aniplus TV', 'Bilibili', 'Laftel']"
51684,Cue! Short Anime,CUE! ショートアニメ,https://myanimelist.net/anime/51684/Cue_Short_Anime,https://cdn.myanimelist.net/images/anime/1805/123255.jpg,ONA,Finished Airing,5.85,167.0,2019-09-07T00:00:00+00:00,2022-08-17T00:00:00+00:00,"Short anime released in the mobile app, and then later bundled with the Blu-ray volumes of Cue!.",10993.0,14901,967,1,['Comedy'],"['Yumeta Company', 'Graphinica']",[],[],Game,PG-13 - Teens 13 or older,12.0,,,[],[],[],[]
55509,Cult,CULT,https://myanimelist.net/anime/55509/Cult,https://cdn.myanimelist.net/images/anime/1479/136163.jpg,Music,Finished Airing,,,2019-10-11T00:00:00+00:00,,Music video for the song Cult by DUSTCELL.,,23183,168,0,[],[],['Music'],[],Original,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
58701,Cult.,Cult.,https://myanimelist.net/anime/58701/Cult,https://cdn.myanimelist.net/images/anime/1921/142657.jpg,Music,Finished Airing,,,2023-11-17T00:00:00+00:00,,Music video for the song Cult. by natori.,,26177,100,0,[],[],['Music'],[],Original,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
38758,Cup of Smoke,Cup of Smoke,https://myanimelist.net/anime/38758/Cup_of_Smoke,https://cdn.myanimelist.net/images/anime/1895/98381.jpg,Music,Finished Airing,5.09,208.0,2017-11-02T00:00:00+00:00,,"Music video for the remixed version of Cup of Smoke by Your Gay Thoughts &amp; Alphabets Heaven from the album ""The Watercolors Remixed.""",,19005,402,0,['Avant Garde'],[],['Music'],[],Original,G - All Ages,1.0,,,[],[],[],[]
45952,Cupid Da Nao Shi Er Xingzuo,丘比特大闹十二星座,https://myanimelist.net/anime/45952/Cupid_Da_Nao_Shi_Er_Xingzuo,https://cdn.myanimelist.net/images/anime/1742/128572.jpg,TV,Finished Airing,,,2007-01-01T00:00:00+00:00,,,18102.0,27369,84,0,"['Adventure', 'Fantasy']",[],[],[],Original,PG - Children,48.0,,,[],[],[],[]
61551,Cupid.,きゅーぴっど。,https://myanimelist.net/anime/61551/Cupid,https://cdn.myanimelist.net/images/anime/1031/149395.jpg,Music,Finished Airing,,,2025-04-22T00:00:00+00:00,,Music video for the song Cupid. by Kanata Amane.,,23878,145,0,[],[],"['Idols (Female)', 'Music']",[],Original,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
33669,Cure Miracle to Mofurun no Mahou Lesson,キュアミラクルとモフルンの魔法レッスン,https://myanimelist.net/anime/33669/Cure_Miracle_to_Mofurun_no_Mahou_Lesson,https://cdn.myanimelist.net/images/anime/4/80943.jpg,Movie,Finished Airing,5.88,653.0,2016-10-29T00:00:00+00:00,,"Cure Miracle and Mofurun hold a magic lesson for the audience, where they quickly start fooling around. When playtime gets out of hand, Cure Miracle needs the help of the audience to save Mofurun. 

(Source: AniDB)",10839.0,13071,1577,0,"['Action', 'Fantasy', 'Slice of Life']",[],['School'],[],Original,G - All Ages,1.0,,,['Kinoshita Group Holdings'],[],[],[]
33534,Curly,Curly（カーリー）,https://myanimelist.net/anime/33534/Curly,https://cdn.myanimelist.net/images/anime/3/80666.jpg,ONA,Finished Airing,5.58,270.0,2014-10-10T00:00:00+00:00,,"The place is Kyoto, Japan.
The bride has a mishap just before the wedding ceremony.
Her father and mother get into a panic, her younger sister runs around, and her pet just sits still.
This is a story of a family.

(Source: Official Youtube channel)",12237.0,17161,561,0,['Comedy'],['Echoes'],[],[],Original,G - All Ages,1.0,,,[],[],[],[]
43879,Curry Meshi in Miracle,カレーメシ・イン・ミラクル,https://myanimelist.net/anime/43879/Curry_Meshi_in_Miracle,https://cdn.myanimelist.net/images/anime/1843/110168.jpg,Music,Finished Airing,6.36,707.0,2020-10-11T00:00:00+00:00,,"An unprecedented, over-the-top collaboration between Nissin Curry Meshi and hololive has become a reality!

This is the music video for the original song, Curry Meshi in Miracle, sung by Spice Love (Oozora Subaru, Minato Aqua, Usada Pekora)

(Source: Official Hololive YouTube channel)",,13921,1248,0,[],['Hololive Production'],['Music'],[],Original,G - All Ages,1.0,,,[],[],[],[]
40477,Curry Meshi x Zombieland Saga,カレーメシ×ゾンビランドサガ,https://myanimelist.net/anime/40477/Curry_Meshi_x_Zombieland_Saga,https://cdn.myanimelist.net/images/anime/1265/103356.jpg,CM,Finished Airing,5.85,2658.0,2019-10-03T00:00:00+00:00,,"Do zombies like curry? Do they even need to eat?

Well, girls from the idol group Franchouchou fall in love with Nissin Food's new instant Curry Meshi and take part in an Indian-themed advertisement, expressing their fondness for this sweet and savory delicacy through their songs.

[Written by MAL Rewrite]",,7701,7892,4,['Supernatural'],[],['Music'],[],Original,G - All Ages,1.0,,,[],[],[],[]
35817,Curry no Kuni no Coburoux,カレーの国のコバ～ル,https://myanimelist.net/anime/35817/Curry_no_Kuni_no_Coburoux,https://cdn.myanimelist.net/images/anime/8/86483.jpg,TV,Finished Airing,,,2004-09-20T00:00:00+00:00,2004-12-13T00:00:00+00:00,"Coburoux is a prince of Curry Kingdom. Although he is a prince, he goes to the school for common people, and he is treated like other students. In fact, he is scolded by the teacher, is made to stand during class as a punishment, go some errands for a chef, and is teased by a girl whom he loves. He is always worried, and wonders whether the prince should be better. Being surrounded by weird friends and strange people in Curry Kingdom, he spends worrying days.

(Source: AnimeNfo)",20613.0,19324,377,1,['Comedy'],['Artland'],[],[],Original,G - All Ages,13.0,fall,2004.0,"['Kids Station', 'DAX Production']",[],[],[]
42616,Curry to Ieba,カレーといえば,https://myanimelist.net/anime/42616/Curry_to_Ieba,https://cdn.myanimelist.net/images/anime/1426/108765.jpg,Music,Finished Airing,5.68,126.0,2020-05-09T00:00:00+00:00,,Music video directed by Takaharu Shimizu for the title track of the single Curry to Ieba by Japanese band Saboten Takamizu Haruna.,,21272,259,0,[],[],['Music'],[],Original,G - All Ages,1.0,,,[],[],[],[]
4463,Custom Reido,カスタム隷奴,https://myanimelist.net/anime/4463/Custom_Reido,https://cdn.myanimelist.net/images/anime/1874/112145.jpg,OVA,Finished Airing,5.11,782.0,2001-05-25T00:00:00+00:00,,"Based on the game by Kiss.

Arisugawa Academy. An all-girl school well known for its high standards with the upper class. However, there is a dark side to this educational facility. The Chairman of the academy, Takahashi Hiroaki, is actually a member of a secret organization whose prime objective is to cater to the sexual desires of government officials. Mutsuki Sayoko has fallen into the hands of this sinister being, who leads her to the path of libido. A high-class, well-behaved student or a horny, wicked sex slave... which is the true her?

(Source: AniDB)",,11832,2299,4,['Hentai'],['G.P Entertainment'],[],[],Visual novel,Rx - Hentai,1.0,,,[],[],['NuTech Digital'],[]
60355,Custom Robo The Animation,カスタムロボ,https://myanimelist.net/anime/60355/Custom_Robo_The_Animation,https://cdn.myanimelist.net/images/anime/1328/146602.jpg,OVA,Finished Airing,,,1999-12-08T00:00:00+00:00,,"This is an animation made to promote the video game Custom Robo (1999, Nintendo 64). This video was given away as a gift to readers of Shogakukan's manga magazine, Korokoro Comic.

(Source: YouTube)",18100.0,24419,132,0,"['Action', 'Comedy', 'Sci-Fi']",[],['Mecha'],['Shounen'],Game,PG - Children,1.0,,,[],[],[],[]
37138,Cute Kenkyuukai,きゅーと研究会,https://myanimelist.net/anime/37138/Cute_Kenkyuukai,https://cdn.myanimelist.net/images/anime/1586/90126.jpg,Music,Finished Airing,5.39,126.0,2015-01-09T00:00:00+00:00,,"Music video for the song Cute Kenkyuukai by Otogivanashi (おとぎ話) from their 2015 album ""Culture Club."" Directed by Necony Cobain.",,21639,240,0,[],[],['Music'],[],Original,PG-13 - Teens 13 or older,1.0,,,['Felicity'],[],[],[]
15109,Cuticle Tantei Inaba,キューティクル探偵因幡,https://myanimelist.net/anime/15109/Cuticle_Tantei_Inaba,https://cdn.myanimelist.net/images/anime/10/73934.jpg,TV,Finished Airing,7.23,38671.0,2013-01-04T00:00:00+00:00,2013-03-22T00:00:00+00:00,"In a world where half-human, half-animal chimeras live and work alongside normal people, there are sure to be a few bad apples in the bunch. Unfortunately, half-human criminals means non-human clues that often leave the police stumped. That's where lone wolf detectives like Hiroshi Inaba come in. He's literally part wolf and has the amazing ability to extract critical information just by examining or tasting a sample of someone's hair! Of course, that ability has also resulted in Inaba having a little bit of a hair fetish, but that doesn't seem to be a problem for his two assistants. (Well, at least the cross-dressing one isn't complaining much.) And it's nothing compared to the strange tastes of Inaba's nemesis, the omnivorous (and half goat) crime boss Don Valentino, who has an appetite for green legal tender instead of tender young greens! Inaba's sworn to cut Valentino out of the criminal flock before the Don can wolf down more ill-gotten dough, but he's going to have to chew his way through a lot of evidence to get his goat. Can sheer dogged detective work put the baaaaad guys behind bars?

(Source: Sentai Filmworks)",3295.0,2131,113114,434,"['Comedy', 'Fantasy', 'Mystery']",['Zexcs'],"['Detective', 'Gag Humor', 'Organized Crime', 'Urban Fantasy']",['Shounen'],Manga,PG-13 - Teens 13 or older,12.0,winter,2013.0,"['Frontier Works', 'Media Factory', 'AT-X', 'Showgate', 'BIGLOBE']",[],['Sentai Filmworks'],[]
1661,Cutie Honey,キューティーハニー,https://myanimelist.net/anime/1661/Cutie_Honey,https://cdn.myanimelist.net/images/anime/13/55427.jpg,TV,Finished Airing,6.4,4902.0,1973-10-13T00:00:00+00:00,1974-03-30T00:00:00+00:00,"One day, Honey Kisaragi's a trendy, class-cutting Catholic schoolgirl. The next, her father's been murdered by demonic divas from a dastardly organization called Panther Claw. When his dying message reveals that she's an android, Honey uses the transformative power of the Atmospheric Element Solidifier - the very thing Panther Claw wanted to steal - to seek revenge against the shadowy clan. Can Honey fight her way up Panther Claw's ranks to defeat its leader, the sinister Sister Jill while managing to escape the watchful eyes of Miss Histler, her school's headmistress?

Aided by journalist Hayami Seiji, his ninja father, and his lady-loving grade school brother, Honey sometimes appears as a racecar driver, sometimes as a glamorous model, and sometimes as a beggar, but her true identity is none other than the warrior of love, Cutie Honey!

(Source: RightStuf)",7884.0,5404,19149,54,"['Action', 'Sci-Fi', 'Ecchi']",['Toei Animation'],['School'],[],Manga,PG-13 - Teens 13 or older,25.0,fall,1973.0,['Dynamic Planning'],[],['Discotek Media'],[]
1853,Cutie Honey F,キューティーハニーＦ,https://myanimelist.net/anime/1853/Cutie_Honey_F,https://cdn.myanimelist.net/images/anime/1536/97143.jpg,TV,Finished Airing,6.61,3111.0,1997-02-15T00:00:00+00:00,1998-01-31T00:00:00+00:00,"On her sixteenth birthday, Honey Kisaragi goes to meet her father. However, he shows up injured and on the run. Out of nowhere, a group of thugs and a monster show up. A detective, Seiji Hayama, rescues Honey and her father. Unfortunately, the monster captures Honey`s father. A grieving Honey goes home to find it in ruins, but a handsome man gives her hope and a device to use against the monsters who took her father. With them, Honey can transform into multiple forms and destroy Panther Zora, the evil behind this. 

(Source: AnimeNfo)",6592.0,6498,11947,37,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['Toei Animation'],[],['Shoujo'],Manga,PG-13 - Teens 13 or older,39.0,winter,1997.0,"['TV Asahi', 'Dynamic Planning', 'Toei Advertising']",[],[],[]
6496,Cutie Honey F Movie,劇場版キューティーハニーＦ,https://myanimelist.net/anime/6496/Cutie_Honey_F_Movie,https://cdn.myanimelist.net/images/anime/7/22167.jpg,Movie,Finished Airing,6.08,1602.0,1997-07-12T00:00:00+00:00,,"Honey Kisaragi is a perfectly normal beautiful high school student. Until her scientist father is kidnapped by the evil organization Panther Claw, that is. But her father left behind a device she can use to transform into the red-haired sword-wielding heroine Cutey Honey.",9784.0,9232,5026,1,"['Action', 'Adventure', 'Comedy', 'Romance', 'Ecchi']",['Toei Animation'],[],['Shoujo'],Manga,R - 17+ (violence & profanity),1.0,,,"['TV Asahi', 'Dynamic Planning']",[],[],[]
36976,Cutie Honey Universe,キューティーハニー ユニバース,https://myanimelist.net/anime/36976/Cutie_Honey_Universe,https://cdn.myanimelist.net/images/anime/1879/91014.jpg,TV,Finished Airing,5.43,5757.0,2018-04-08T00:00:00+00:00,2018-06-24T00:00:00+00:00,"The forces of evil are on the rise. When the evil mastermind Sister Jill transforms one of her girls into the bestial Breast Claw and sends her minions out on a mission involving the group Panther Claw and a jewelry store heist, Honey Kisaragi departs from her Catholic girls' school to confront the threat as Cutie Honey. But that's exactly what Sister Jill wants, as she desires Honey's Airborne Element Fixing Device, which allows her to transform into Honey's seven different forms. Meanwhile, Sister Jill is also on the scene in disguise as Inspector Genet, trying to worm her way into Honey's confidence from a different angle.

(Source: ANN)",12715.0,5227,20897,20,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['Production Reed'],[],['Shounen'],Manga,R - 17+ (violence & profanity),12.0,spring,2018.0,"['Pony Canyon', 'AT-X', 'Memory-Tech', 'Dynamic Planning', 'Bandai Namco Entertainment', 'Pony Canyon Enterprises']",[],"['Sentai Filmworks', 'Ponycan USA']","['Crunchyroll', 'HIDIVE']"
43221,Cuxin de Xiaopang,粗心的小胖,https://myanimelist.net/anime/43221/Cuxin_de_Xiaopang,https://cdn.myanimelist.net/images/anime/1603/118075.jpg,Movie,Finished Airing,,,1955-01-01T00:00:00+00:00,,,20615.0,23917,144,0,[],['Shanghai Animation Film Studio'],[],['Kids'],Original,G - All Ages,1.0,,,[],[],[],[]
60748,Cyber,cyber,https://myanimelist.net/anime/60748/Cyber,https://cdn.myanimelist.net/images/anime/1316/147488.jpg,Music,Finished Airing,,,2024-11-26T00:00:00+00:00,,Music video for the song Cyber by Chilli Beans.,,23820,147,0,['Horror'],[],['Music'],[],Original,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
1352,Cyber City Oedo 808,CYBER CITY OEDO 808 (サイバーシティ オーエド ハチマルハチ),https://myanimelist.net/anime/1352/Cyber_City_Oedo_808,https://cdn.myanimelist.net/images/anime/8/58763.jpg,OVA,Finished Airing,7.2,13258.0,1990-06-21T00:00:00+00:00,1991-10-04T00:00:00+00:00,"It is the year 2808. Three convicts are recruited as members of the Cyber Police to keep major criminal activity in Oedo (formerly Tokyo) in check. In return, their life sentences will be reduced by a few years for every mission accomplished. However, to ensure that these convicts are doing their job, the police have secured special collars around their necks. If they attempt to remove their collars or fail to meet the time limit of their mission, the collars will self-destruct. 

(Source: ANN)",3457.0,4111,36066,233,"['Action', 'Adventure', 'Sci-Fi']",['Madhouse'],['Adult Cast'],[],Original,R - 17+ (violence & profanity),3.0,,,"['Japan Home Video', 'Arts Pro']",[],"['Central Park Media', 'Discotek Media']",['Crunchyroll']
42310,Cyberpunk: Edgerunners,サイバーパンク エッジランナーズ,https://myanimelist.net/anime/42310/Cyberpunk__Edgerunners,https://cdn.myanimelist.net/images/anime/1818/126435.jpg,ONA,Finished Airing,8.62,652202.0,2022-09-13T00:00:00+00:00,,"Dreams are doomed to die in Night City, a futuristic Californian metropolis. As a teenager living in the city's slums, David Martinez is trying to fulfill his mother's lifelong wish for him to reach the top of Arasaka, the world's leading security corporation. To this end, he attends the prestigious Arasaka Academy while his mother works tirelessly to keep their family afloat.

When an incident with a street gang leaves David's life in tatters, he stumbles upon Sandevistan cyberware—a prosthetic that grants its wearer superhuman speed. Fueled by rage, David implants the device in his back, using it to exact revenge on one of his tormentors. This gets him expelled from the academy, shattering his hopes of ever making his mother proud.

After witnessing David's newfound abilities, the beautiful data thief Lucyna ""Lucy"" Kushinada offers to team up with him, handing him a ticket to salvation. However, associating with Lucy introduces David to the world of Edgerunners—cyborg criminals who will break any law for money. Edgerunners often lose their lives, if the cyberware does not break their minds first; but in his fight for survival inside a corrupt system, David is ready to risk it all.

[Written by MAL Rewrite]",95.0,194,961361,32299,"['Action', 'Sci-Fi']",['Trigger'],"['Gore', 'Organized Crime']",[],Game,R+ - Mild Nudity,10.0,,,['CD Projekt Red'],[],['Aniplex of America'],[]
61990,Cyberpunk: Edgerunners 2,サイバーパンク エッジランナーズ2,https://myanimelist.net/anime/61990/Cyberpunk__Edgerunners_2,https://cdn.myanimelist.net/images/anime/1451/150888.jpg,ONA,Not yet aired,,,,,Sequel to  Cyberpunk: Edgerunners.,,3048,62905,185,"['Action', 'Sci-Fi']",['Trigger'],['Gore'],[],Game,R - 17+ (violence & profanity),10.0,,,[],[],[],[]
2383,Cybersix,サイバーシックス,https://myanimelist.net/anime/2383/Cybersix,https://cdn.myanimelist.net/images/anime/5/74732.jpg,TV,Finished Airing,7.2,3976.0,1999-09-06T00:00:00+00:00,1999-11-29T00:00:00+00:00,"Anime based upon the original Argentine graphic novel series of the same name.

The story follows the titular character who is a genetically engineered super-soldier; one of the creations of Dr. Von Reichter's diabolic experiments. (The fictional) Von Reichter is actually a former Nazi who conducted horrendous experiments during the second world war. He flees to South America where he continues his experiments which culminate in the creation of the ""Cybers,"" one of which happens to be Cybersix. However, since the Cybers exhibit free will at an young age (an undesired trait), Von Reichter destroys all the Cybers to prevent a rebellion.

In the present day, Cybersix is one of the Cybers who managed to escape and is living a quiet life under the alias of ""Adrian Seidelman""; however, she finds out that her survival is dependent on a special substance that Von Reichter created and thus she is forced to hunt down the ""Technos,"" a newer generation of super-soldiers created by him, in order to survive. Unintentionally, in the process, Cybersix becomes a superhero protecting the world from Dr. Von Reichter's creations and his evil plans.",3541.0,6413,12355,79,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",['Telecom Animation Film'],[],[],Other,PG-13 - Teens 13 or older,13.0,fall,1999.0,['Tokyo Movie Shinsha'],[],['Discotek Media'],[]
55469,Cyberspace Love,Cyberspace Love,https://myanimelist.net/anime/55469/Cyberspace_Love,https://cdn.myanimelist.net/images/anime/1836/136121.jpg,Music,Finished Airing,,,2017-10-24T00:00:00+00:00,,Music video for the song Cyberspace Love by WONK.,,24745,124,0,[],[],['Music'],[],Original,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
50176,Cybervenus FeiFei,サイバードール FeiFei,https://myanimelist.net/anime/50176/Cybervenus_FeiFei,https://cdn.myanimelist.net/images/anime/1765/118910.jpg,OVA,Finished Airing,5.34,157.0,2001-11-21T00:00:00+00:00,,"Short CG clips compiled to an artsy DVD experience. FeiFei is a ""virtual idol"", the clips are entirely computer generated, except for the longest story where FeiFei is placed in a natural environment.

(Source: AniDB)",12983.0,16724,609,0,"['Avant Garde', 'Sci-Fi']",[],[],[],Unknown,R+ - Mild Nudity,6.0,,,"['Pony Canyon', 'Fuji TV', 'Digital Media Lab', 'Blue Moon Studio Inc.']",[],[],[]
6872,Cyborg 009,サイボーグ009,https://myanimelist.net/anime/6872/Cyborg_009,https://cdn.myanimelist.net/images/anime/3/76035.jpg,Movie,Finished Airing,5.97,1774.0,1966-07-21T00:00:00+00:00,,Original Cyborg 009 1966 movie based on the manga. Features 009's origin and an epic battle against Black Ghost and their evil robot forces.,10353.0,9590,4465,2,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Toei Animation'],[],['Shounen'],Manga,G - All Ages,1.0,,,[],[],[],[]
4690,Cyborg 009 (1979),サイボーグ009,https://myanimelist.net/anime/4690/Cyborg_009_1979,https://cdn.myanimelist.net/images/anime/12/56741.jpg,TV,Finished Airing,7.15,3900.0,1979-03-06T00:00:00+00:00,1980-03-25T00:00:00+00:00,"Joe Shimamura and his companions may seem like regular men, but they are anything but. Joe is actually Cyborg 009, member of a team of cyborgs who fight for the greater good. Each cyborg is outfitted with a special power, from the ability to melt any material, to underwater breathing and flight. He and the other eight cyborgs were modified against their will by the Neo-Black Ghosts organization in order to further their own interests. But instead, they decided to band together and use their powers to fight against their former captors, and all forces of evil.",3726.0,6410,12361,40,"['Action', 'Adventure', 'Sci-Fi']",['Toei Animation'],[],['Shounen'],Manga,PG-13 - Teens 13 or older,50.0,spring,1979.0,[],[],[],[]
8394,Cyborg 009 (TV),サイボーグ009,https://myanimelist.net/anime/8394/Cyborg_009_TV,https://cdn.myanimelist.net/images/anime/6/22076.jpg,TV,Finished Airing,6.81,2592.0,1968-04-05T00:00:00+00:00,1968-09-27T00:00:00+00:00,"They fight against evil, they help those in need, they're the Cyborg fighters! Together with the scientist Dr. Gilmore, this team of nine cyborgs use their special body modifications to fight against a seemingly endless barrage of enemies, including robotic crabs, aliens, and fellow cyborgs.

Each cyborg has his own special power, which they use in their fight against evil. Titular character 009 (aka Hurricane Joe, the famous race car driver) leads the team with his superhuman strength, resistance to bullets, and ability to accelerate through time. His teammates fight by his side to save humanity from falling into evil hands.

The team in Cyborg 009 faces many enemies and stops countless threats to their hometown, and even to Earth. No matter what, justice will be served.",5434.0,7911,7415,17,"['Action', 'Adventure', 'Sci-Fi']",['Toei Animation'],['Mecha'],['Shounen'],Manga,PG-13 - Teens 13 or older,26.0,spring,1968.0,[],[],[],[]
31050,Cyborg 009 VS Devilman,サイボーグ009VSデビルマン,https://myanimelist.net/anime/31050/Cyborg_009_VS_Devilman,https://cdn.myanimelist.net/images/anime/1985/121991.jpg,OVA,Finished Airing,6.27,7990.0,2015-11-11T00:00:00+00:00,,"After discovering the existence of demons in Tokyo, the original Cyborg crew led by Dr. Gilmore find themselves in conflict with Devilman, a strong demon believed to be in league with the war-profiteering terrorist organisation, Black Ghost. Meanwhile, a bigger threat emerges when Dr. Adams, a Black Ghost scientist unleashes his new line of high teen Cyborg models against 009 and his friends.

(Source: ANN)",8666.0,5845,15605,15,"['Action', 'Sci-Fi', 'Supernatural']","['Actas', 'Bee Media']","['Mythology', 'Super Power']",['Shounen'],Manga,R - 17+ (violence & profanity),3.0,,,"['Lantis', 'Half H.P Studio']",[],['Discotek Media'],['Netflix']
33685,Cyborg 009: Call of Justice 1,CYBORG009 CALL OF JUSTICE 第1章,https://myanimelist.net/anime/33685/Cyborg_009__Call_of_Justice_1,https://cdn.myanimelist.net/images/anime/11/81018.jpg,Movie,Finished Airing,6.2,2430.0,2016-11-25T00:00:00+00:00,,"The story will depict Joe Shimamura and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times. Their goals are unknown, and they cast a dark shadow over the world. Though few people believe in the Bresdo's existence, one American journalist named Lucie Davenport heads to Texas to contact a certain family, and she meets the cyborgs. The cyborgs themselves have been freed from their duty of protecting humanity ever since the establishment of the UN Guardian troops, and they now live quiet lives of peace.",9080.0,8252,6650,4,"['Action', 'Adventure', 'Sci-Fi']","['OLM Digital', 'Signal.MD']",[],['Shounen'],Manga,PG-13 - Teens 13 or older,1.0,,,"['Production I.G', 'Ishimori Pro']",[],[],['Netflix']
33686,Cyborg 009: Call of Justice 2,,https://myanimelist.net/anime/33686/Cyborg_009__Call_of_Justice_2,https://cdn.myanimelist.net/images/anime/9/81019.jpg,Movie,Finished Airing,6.33,1862.0,2016-12-02T00:00:00+00:00,,"The story will depict Joe Shimamura and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times. Their goals are unknown, and they cast a dark shadow over the world. Though few people believe in the Bresdo's existence, one American journalist named Lucie Davenport heads to Texas to contact a certain family, and she meets the cyborgs. The cyborgs themselves have been freed from their duty of protecting humanity ever since the establishment of the UN Guardian troops, and they now live quiet lives of peace.",8292.0,9497,4592,0,"['Action', 'Adventure', 'Sci-Fi']","['OLM Digital', 'Signal.MD']",[],['Shounen'],Manga,PG-13 - Teens 13 or older,1.0,,,"['Production I.G', 'Ishimori Pro']",[],[],['Netflix']
33687,Cyborg 009: Call of Justice 3,,https://myanimelist.net/anime/33687/Cyborg_009__Call_of_Justice_3,https://cdn.myanimelist.net/images/anime/4/81020.jpg,Movie,Finished Airing,6.33,1959.0,2016-12-09T00:00:00+00:00,,"The story will depict Joe Shimamura and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times. Their goals are unknown, and they cast a dark shadow over the world. Though few people believe in the Bresdo's existence, one American journalist named Lucie Davenport heads to Texas to contact a certain family, and she meets the cyborgs. The cyborgs themselves have been freed from their duty of protecting humanity ever since the establishment of the UN Guardian troops, and they now live quiet lives of peace.",8293.0,9345,4825,3,"['Action', 'Adventure', 'Sci-Fi']","['OLM Digital', 'Signal.MD']",[],['Shounen'],Manga,PG-13 - Teens 13 or older,1.0,,,"['Production I.G', 'Ishimori Pro']",[],[],['Netflix']
7336,Cyborg 009: Chou Ginga Densetsu,サイボーグ００９・超銀河伝説,https://myanimelist.net/anime/7336/Cyborg_009__Chou_Ginga_Densetsu,https://cdn.myanimelist.net/images/anime/3/17466.jpg,Movie,Finished Airing,6.33,1234.0,1980-12-20T00:00:00+00:00,,"The cyborgs are no longer on duty, they live normal lives until a mysterious space ship lands on earth. The only survivor on the ship warns about an evil conqueror called Zoa that wants to conquer the universe, which means the cyborgs are back in action...
(Source: ANN)",8294.0,10276,3604,5,"['Action', 'Sci-Fi']",['Toei Animation'],['Space'],[],Unknown,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
7290,Cyborg 009: Kaijuu Sensou,サイボーグ００９ 怪獣戦争,https://myanimelist.net/anime/7290/Cyborg_009__Kaijuu_Sensou,https://cdn.myanimelist.net/images/anime/9/76036.jpg,Movie,Finished Airing,5.93,1220.0,1967-03-19T00:00:00+00:00,,"The evil organization 'Black Ghost' attacked around the world, using dinosaur (plesiosaur) type giant robots, and the team of 9 cyborgs launched their quest for the Black Ghost's hideout. 009 meets a girl named Helena...

(Source: upp.so-net.ne.jp)",10589.0,11009,2915,1,"['Action', 'Adventure', 'Sci-Fi']",['Toei Animation'],[],[],Unknown,PG - Children,1.0,,,[],[],[],[]
62079,Cyborg 009: Nemesis,サイボーグ009 ネメシス,https://myanimelist.net/anime/62079/Cyborg_009__Nemesis,https://cdn.myanimelist.net/images/anime/1202/151092.jpg,,Not yet aired,,,,,New animation project for Cyborg 009.,,15808,750,0,"['Action', 'Adventure', 'Sci-Fi']",[],['Mecha'],[],Manga,,,,,[],[],[],[]
1678,Cyborg 009: The Cyborg Soldier,サイボーグ009 THE CYBORG SOLDIER,https://myanimelist.net/anime/1678/Cyborg_009__The_Cyborg_Soldier,https://cdn.myanimelist.net/images/anime/5/21620.jpg,TV,Finished Airing,7.24,13588.0,2001-10-14T00:00:00+00:00,2002-10-13T00:00:00+00:00,"Skull, the evil leader of the terrorist organization known as Black Ghost, has nine powerful cyborgs under his control. But Dr. Isaac Gilmore, the Black Ghosts cybernetics scientist, decides to go rogue, helping the cyborgs turn against Skull and his evil organization.

Black Ghost wishes to start the next major world war by flooding the market with weapons of mass destruction. It seems the nine brave cyborgs have their work cut out for them, as Black Ghost is determined to bring those nine cyborgs down.",3221.0,4060,36945,199,"['Action', 'Adventure', 'Sci-Fi']",['Japan Vistec'],[],['Shounen'],Manga,PG-13 - Teens 13 or older,50.0,fall,2001.0,"['TV Tokyo', 'Shaft', 'Avex Entertainment', ""Brain's Base"", 'Avex Mode']",[],"['Sony Pictures Entertainment', 'Discotek Media']",[]
